Algoritmo;Radix_Sort
Tamaño;5000
Orden;asc
Repeticiones;1000
Máquina;Lucas
Tiempo total;1.02335s
Tiempo promedio;0.00102335s
Tiempos individuales (s):
Ejecución 985;0.000998
Ejecución 986;0.0009991
Ejecución 987;0.0009996
Ejecución 988;0.000309
Ejecución 989;0.0009978
Ejecución 990;0.000999
Ejecución 991;0.0009996
Ejecución 992;0.0009999
Ejecución 993;0.0009112
Ejecución 994;0.001004
Ejecución 995;0.0005781
Ejecución 996;0.0009268
Ejecución 997;0.0010061
Ejecución 998;0.0009999
Ejecución 999;0.0009906
Ejecución 1000;0.001002
