Algoritmo;Radix_Sort
Tamaño;5000
Orden;shuffled
Repeticiones;1000
Máquina;Lucas
Tiempo total;1.03795s
Tiempo promedio;0.00103795s
Tiempos individuales (s):
Ejecución 956;0.0012649
Ejecución 957;0.0048031
Ejecución 958;0.0009988
Ejecución 959;0.0010111
Ejecución 960;0.0006672
Ejecución 961;0.0011274
Ejecución 962;0.0009989
Ejecución 963;0.0007449
Ejecución 964;0.0013442
Ejecución 965;0.0019485
Ejecución 966;0.0010082
Ejecución 967;0.0004653
Ejecución 968;0.0009989
Ejecución 969;0.0010015
Ejecución 970;0.0004685
Ejecución 971;0.0010034
Ejecución 972;0.0009352
Ejecución 973;0.0011045
Ejecución 974;0.001103
Ejecución 975;0.001
Ejecución 976;0.0010769
Ejecución 977;0.0009993
Ejecución 978;0.0009999
Ejecución 979;0.0009996
Ejecución 980;0.0012872
Ejecución 981;0.0010049
Ejecución 982;0.0012578
Ejecución 983;0.0010092
Ejecución 984;0.0003237
Ejecución 985;0.0004876
Ejecución 986;0.0010054
Ejecución 987;0.0049938
Ejecución 988;0.0009945
Ejecución 989;0.001
Ejecución 990;0.0012666
Ejecución 991;0.0010002
Ejecución 992;0.0006579
Ejecución 993;0.0009992
Ejecución 994;0.0009997
Ejecución 995;0.0009992
Ejecución 996;0.0013061
Ejecución 997;0.0010061
Ejecución 998;0.0007392
Ejecución 999;0.000483
Ejecución 1000;0.0012402
