Algoritmo;Insertion_Sort
Tamaño;5000
Orden;shuffled
Repeticiones;1000
Máquina;Lucas
Tiempo total;16.9540453s
Tiempo promedio;0.0169540s
Tiempos individuales (s):
Ejecución 966;0.0173593
Ejecución 967;0.0174881
Ejecución 968;0.0175671
Ejecución 969;0.0174304
Ejecución 970;0.0174063
Ejecución 971;0.0175146
Ejecución 972;0.0177025
Ejecución 973;0.0173750
Ejecución 974;0.0174770
Ejecución 975;0.0174409
Ejecución 976;0.0174430
Ejecución 977;0.0174142
Ejecución 978;0.0172926
Ejecución 979;0.0174916
Ejecución 980;0.0174407
Ejecución 981;0.0173392
Ejecución 982;0.0174701
Ejecución 983;0.0174778
Ejecución 984;0.0173016
Ejecución 985;0.0175069
Ejecución 986;0.0175488
Ejecución 987;0.0173883
Ejecución 988;0.0173638
Ejecución 989;0.0174038
Ejecución 990;0.0173428
Ejecución 991;0.0172725
Ejecución 992;0.0174194
Ejecución 993;0.0176183
Ejecución 994;0.0173344
Ejecución 995;0.0174294
Ejecución 996;0.0175057
Ejecución 997;0.0173954
Ejecución 998;0.0173774
Ejecución 999;0.0174031
Ejecución 1000;0.0174592
