Algoritmo;Merge_Sort
Tamaño;5000
Orden;asc
Repeticiones;1000
Máquina;Lucas
Tiempo total;0.8371812s
Tiempo promedio;0.0008372s
Tiempos individuales (s):
Ejecución 961;0.0012057
Ejecución 962;0.0012523
Ejecución 963;0.0013525
Ejecución 964;0.0013615
Ejecución 965;0.0012564
Ejecución 966;0.0008010
Ejecución 967;0.0008257
Ejecución 968;0.0007714
Ejecución 969;0.0007654
Ejecución 970;0.0007653
Ejecución 971;0.0008782
Ejecución 972;0.0008575
Ejecución 973;0.0008605
Ejecución 974;0.0008796
Ejecución 975;0.0008914
Ejecución 976;0.0008659
Ejecución 977;0.0008612
Ejecución 978;0.0008820
Ejecución 979;0.0008774
Ejecución 980;0.0008838
Ejecución 981;0.0008675
Ejecución 982;0.0008685
Ejecución 983;0.0008390
Ejecución 984;0.0007942
Ejecución 985;0.0008745
Ejecución 986;0.0008975
Ejecución 987;0.0008086
Ejecución 988;0.0007986
Ejecución 989;0.0007795
Ejecución 990;0.0007803
Ejecución 991;0.0008154
Ejecución 992;0.0007768
Ejecución 993;0.0008091
Ejecución 994;0.0007605
Ejecución 995;0.0007631
Ejecución 996;0.0007659
Ejecución 997;0.0007591
Ejecución 998;0.0007681
Ejecución 999;0.0007652
Ejecución 1000;0.0008845
