Algoritmo;Insertion_Sort
Tamaño;5000
Orden;desc
Repeticiones;1000
Máquina;Lucas
Tiempo total;20.0606536s
Tiempo promedio;0.0200607s
Tiempos individuales (s):
Ejecución 974;0.0216945
Ejecución 975;0.0215780
Ejecución 976;0.0216444
Ejecución 977;0.0215625
Ejecución 978;0.0217676
Ejecución 979;0.0217518
Ejecución 980;0.0216865
Ejecución 981;0.0216533
Ejecución 982;0.0218299
Ejecución 983;0.0216808
Ejecución 984;0.0215921
Ejecución 985;0.0216988
Ejecución 986;0.0217421
Ejecución 987;0.0216599
Ejecución 988;0.0217249
Ejecución 989;0.0216999
Ejecución 990;0.0217336
Ejecución 991;0.0216494
Ejecución 992;0.0215273
Ejecución 993;0.0216620
Ejecución 994;0.0216169
Ejecución 995;0.0216585
Ejecución 996;0.0217520
Ejecución 997;0.0215950
Ejecución 998;0.0217407
Ejecución 999;0.0216363
Ejecución 1000;0.0216697
