Algoritmo;Quick_Sort
Tamaño;5000
Orden;asc
Repeticiones;1000
Máquina;Lucas
Tiempo total;16.1632408s
Tiempo promedio;0.0161632s
Tiempos individuales (s):
Ejecución 981;0.0179615
Ejecución 982;0.0175291
Ejecución 983;0.0177570
Ejecución 984;0.0176742
Ejecución 985;0.0178245
Ejecución 986;0.0171820
Ejecución 987;0.0176680
Ejecución 988;0.0169623
Ejecución 989;0.0171514
Ejecución 990;0.0178167
Ejecución 991;0.0175588
Ejecución 992;0.0167056
Ejecución 993;0.0179098
Ejecución 994;0.0188426
Ejecución 995;0.0162222
Ejecución 996;0.0171883
Ejecución 997;0.0172972
Ejecución 998;0.0171455
Ejecución 999;0.0165938
Ejecución 1000;0.0166160
