Algoritmo;Merge_Sort
Tamaño;5000
Orden;desc
Repeticiones;1000
Máquina;Lucas
Tiempo total;0.8552567s
Tiempo promedio;0.0008553s
Tiempos individuales (s):
Ejecución 981;0.0008778
Ejecución 982;0.0008469
Ejecución 983;0.0008455
Ejecución 984;0.0008453
Ejecución 985;0.0008562
Ejecución 986;0.0008386
Ejecución 987;0.0008415
Ejecución 988;0.0008508
Ejecución 989;0.0008420
Ejecución 990;0.0008461
Ejecución 991;0.0008426
Ejecución 992;0.0008348
Ejecución 993;0.0008515
Ejecución 994;0.0008427
Ejecución 995;0.0008487
Ejecución 996;0.0008462
Ejecución 997;0.0008443
Ejecución 998;0.0008462
Ejecución 999;0.0008700
Ejecución 1000;0.0008463
