Algoritmo;Heap_Sort
Tamaño;5000
Orden;shuffled
Repeticiones;1000
Máquina;Lucas
Tiempo total;1.6601440s
Tiempo promedio;0.0016601s
Tiempos individuales (s):
Ejecución 960;0.0019990
Ejecución 961;0.0010028
Ejecución 962;0.0024563
Ejecución 963;0.0010874
Ejecución 964;0.0009915
Ejecución 965;0.0020111
Ejecución 966;0.0015532
Ejecución 967;0.0020943
Ejecución 968;0.0019982
Ejecución 969;0.0015501
Ejecución 970;0.0020100
Ejecución 971;0.0020000
Ejecución 972;0.0009943
Ejecución 973;0.0014496
Ejecución 974;0.0011017
Ejecución 975;0.0009953
Ejecución 976;0.0020002
Ejecución 977;0.0020050
Ejecución 978;0.0020000
Ejecución 979;0.0013872
Ejecución 980;0.0020918
Ejecución 981;0.0019983
Ejecución 982;0.0019983
Ejecución 983;0.0010012
Ejecución 984;0.0014110
Ejecución 985;0.0021017
Ejecución 986;0.0009874
Ejecución 987;0.0009916
Ejecución 988;0.0019956
Ejecución 989;0.0020055
Ejecución 990;0.0013957
Ejecución 991;0.0020959
Ejecución 992;0.0010906
Ejecución 993;0.0020111
Ejecución 994;0.0030128
Ejecución 995;0.0014483
Ejecución 996;0.0020979
Ejecución 997;0.0019911
Ejecución 998;0.0020240
Ejecución 999;0.0009767
Ejecución 1000;0.0009859
