Algoritmo;Quick_Sort
Tamaño;5000
Orden;shuffled
Repeticiones;1000
Máquina;Lucas
Tiempo total;1.0220329s
Tiempo promedio;0.0010220s
Tiempos individuales (s):
Ejecución 960;0.0010003
Ejecución 961;0.0009998
Ejecución 962;0.0010002
Ejecución 963;0.0013859
Ejecución 964;0.0010046
Ejecución 965;0.0009997
Ejecución 966;0.0010001
Ejecución 967;0.0010001
Ejecución 968;0.0009995
Ejecución 969;0.0009997
Ejecución 970;0.0010012
Ejecución 971;0.0012534
Ejecución 972;0.0009998
Ejecución 973;0.0010006
Ejecución 974;0.0009997
Ejecución 975;0.0010002
Ejecución 976;0.0009999
Ejecución 977;0.0010001
Ejecución 978;0.0009999
Ejecución 979;0.0010171
Ejecución 980;0.0009983
Ejecución 981;0.0012802
Ejecución 982;0.0010004
Ejecución 983;0.0009996
Ejecución 984;0.0010005
Ejecución 985;0.0009998
Ejecución 986;0.0010004
Ejecución 987;0.0009993
Ejecución 988;0.0010002
Ejecución 989;0.0009999
Ejecución 990;0.0010096
Ejecución 991;0.0010012
Ejecución 992;0.0010013
Ejecución 993;0.0010000
Ejecución 994;0.0009986
Ejecución 995;0.0009998
Ejecución 996;0.0010001
Ejecución 997;0.0009999
Ejecución 998;0.0011538
Ejecución 999;0.0010072
Ejecución 1000;0.0009848
