Algoritmo;Quick_Sort
Tamaño;5000
Orden;desc
Repeticiones;1000
Máquina;Lucas
Tiempo total;2.2558706s
Tiempo promedio;0.0022559s
Tiempos individuales (s):
Ejecución 967;0.0019169
Ejecución 968;0.0019903
Ejecución 969;0.0024363
Ejecución 970;0.0019956
Ejecución 971;0.0026145
Ejecución 972;0.0020933
Ejecución 973;0.0024170
Ejecución 974;0.0020877
Ejecución 975;0.0021016
Ejecución 976;0.0019941
Ejecución 977;0.0025333
Ejecución 978;0.0020122
Ejecución 979;0.0019995
Ejecución 980;0.0024423
Ejecución 981;0.0020959
Ejecución 982;0.0019880
Ejecución 983;0.0020039
Ejecución 984;0.0014243
Ejecución 985;0.0020113
Ejecución 986;0.0020864
Ejecución 987;0.0020006
Ejecución 988;0.0025502
Ejecución 989;0.0020021
Ejecución 990;0.0020165
Ejecución 991;0.0024670
Ejecución 992;0.0020939
Ejecución 993;0.0020032
Ejecución 994;0.0020373
Ejecución 995;0.0023319
Ejecución 996;0.0020942
Ejecución 997;0.0019978
Ejecución 998;0.0024520
Ejecución 999;0.0020946
Ejecución 1000;0.0020934
