Algoritmo;Quick_Sort
Tamaño;5000
Orden;asc
Repeticiones;1000
Máquina;Vale
Tiempo total;24.38s
Tiempo promedio;0.02438s
Tiempos individuales (s):
Ejecución 988;0.0240031
Ejecución 989;0.0240034
Ejecución 990;0.0240115
Ejecución 991;0.0240038
Ejecución 992;0.0240015
Ejecución 993;0.0240044
Ejecución 994;0.0240045
Ejecución 995;0.0239977
Ejecución 996;0.0240043
Ejecución 997;0.0240045
Ejecución 998;0.0240027
Ejecución 999;0.0240117
Ejecución 1000;0.0239935
