Algoritmo;Bucket_Sort
Tamaño;5000
Orden;shuffled
Repeticiones;1000
Máquina;Vale
Tiempo total;1.70921s
Tiempo promedio;0.00170921s
Tiempos individuales (s):
Ejecución 969;0.0009998
Ejecución 970;0.0019999
Ejecución 971;0.0019997
Ejecución 972;0.0019998
Ejecución 973;0.0020005
Ejecución 974;0.0019985
Ejecución 975;0.0019991
Ejecución 976;0.0020011
Ejecución 977;0.0019971
Ejecución 978;0.0020005
Ejecución 979;0.0019999
Ejecución 980;0.0020013
Ejecución 981;0.0019968
Ejecución 982;0.0020015
Ejecución 983;0.002
Ejecución 984;0.0019975
Ejecución 985;0.0020011
Ejecución 986;0.002001
Ejecución 987;0.0020006
Ejecución 988;0.0019968
Ejecución 989;0.0020022
Ejecución 990;0.0009999
Ejecución 991;0.0019994
Ejecución 992;0.0019997
Ejecución 993;0.0020005
Ejecución 994;0.000998
Ejecución 995;0.0020002
Ejecución 996;0.0019998
Ejecución 997;0.0009998
Ejecución 998;0.0019982
Ejecución 999;0.0019987
Ejecución 1000;0.0020008
