Algoritmo;Quick_Sort
Ejecución 417;0.0030374
Ejecución 418;0.0040004
Ejecución 419;0.0030412
Ejecución 420;0.0030002
Ejecución 421;0.003002
Ejecución 422;0.0030053
Ejecución 423;0.0039989
Ejecución 424;0.0039997
Ejecución 425;0.0030048
Ejecución 426;0.003003
Ejecución 427;0.003009
Ejecución 428;0.0029957
Ejecución 429;0.0029976
Ejecución 430;0.0040011
Ejecución 431;0.0030002
Ejecución 432;0.0030004
Ejecución 433;0.0040004
Ejecución 434;0.0030013
Ejecución 435;0.0030087
Ejecución 436;0.0040056
Ejecución 437;0.0029966
Ejecución 438;0.0030141
Ejecución 439;0.0029997
Ejecución 440;0.0030089
Ejecución 441;0.0030023
Ejecución 442;0.0030011
Ejecución 443;0.004002
Ejecución 444;0.0029972
Ejecución 445;0.0029722
Ejecución 446;0.0040377
Ejecución 447;0.0030059
Ejecución 448;0.0039534
Ejecución 449;0.0030429
Ejecución 450;0.0029999
Ejecución 451;0.0040006
Ejecución 452;0.0029579
Ejecución 453;0.003009
Ejecución 454;0.0030061
Ejecución 455;0.0030078
Ejecución 456;0.0040009
Ejecución 457;0.0029992
Ejecución 458;0.0030121
Ejecución 459;0.0029949
Ejecución 460;0.0030011
Ejecución 461;0.0039577
Ejecución 462;0.0030432
Ejecución 463;0.0030104
Ejecución 464;0.0030007
Ejecución 465;0.003006
Ejecución 466;0.0030122
Ejecución 467;0.0029997
Ejecución 468;0.0030103
Ejecución 469;0.0040001
Ejecución 470;0.0073784
Ejecución 471;0.0030218
Ejecución 472;0.0039896
Ejecución 473;0.0030124
Ejecución 474;0.0030055
Ejecución 475;0.0030058
Ejecución 476;0.00301
Ejecución 477;0.0030004
Ejecución 478;0.0030095
Ejecución 479;0.0030016
Ejecución 480;0.003
Ejecución 481;0.0039992
Ejecución 482;0.0029997
Ejecución 483;0.0039994
Ejecución 484;0.0030047
Ejecución 485;0.003009
Ejecución 486;0.0030025
Ejecución 487;0.0030044
Ejecución 488;0.0030013
Ejecución 489;0.0029984
Ejecución 490;0.0040005
Ejecución 491;0.0030013
Ejecución 492;0.004003
Ejecución 493;0.002997
Ejecución 494;0.0030111
Ejecución 495;0.0030047
Ejecución 496;0.0030109
Ejecución 497;0.0030048
Ejecución 498;0.0030006
Ejecución 499;0.0040006
Ejecución 500;0.0030001
Ejecución 501;0.0040022
Ejecución 502;0.0029994
Ejecución 503;0.0030092
Ejecución 504;0.003001
Ejecución 505;0.0030127
Ejecución 506;0.0029997
Ejecución 507;0.0029955
Ejecución 508;0.0039995
Ejecución 509;0.0030009
Ejecución 510;0.0029898
Ejecución 511;0.0030005
Ejecución 512;0.0030098
Ejecución 513;0.003991
Ejecución 514;0.0030112
Ejecución 515;0.0030052
Ejecución 516;0.0030045
Ejecución 517;0.0029878
Ejecución 518;0.004011
Ejecución 519;0.003
Ejecución 520;0.0029944
Ejecución 521;0.0030155
Ejecución 522;0.003
Ejecución 523;0.0040007
Ejecución 524;0.0030038
Ejecución 525;0.0030106
Ejecución 526;0.0029991
Ejecución 527;0.0030096
Ejecución 528;0.0030013
Ejecución 529;0.0030026
Ejecución 530;0.0039985
Ejecución 531;0.003224
Ejecución 532;0.0030001
Ejecución 533;0.0030004
Ejecución 534;0.0029998
Ejecución 535;0.0039996
Ejecución 536;0.0040005
Ejecución 537;0.0040008
Ejecución 538;0.0040387
Ejecución 539;0.0040013
Ejecución 540;0.0030022
Ejecución 541;0.0030086
Ejecución 542;0.0039924
Ejecución 543;0.0040056
Ejecución 544;0.0040018
Ejecución 545;0.0039999
Ejecución 546;0.0059739
Ejecución 547;0.0034574
Ejecución 548;0.004003
Ejecución 549;0.0040027
Ejecución 550;0.0039969
Ejecución 551;0.0040008
Ejecución 552;0.0030012
Ejecución 553;0.0030049
Ejecución 554;0.0040011
Ejecución 555;0.0039985
Ejecución 556;0.0040057
Ejecución 557;0.0039952
Ejecución 558;0.0040033
Ejecución 559;0.0030001
Ejecución 560;0.003009
Ejecución 561;0.0039572
Ejecución 562;0.003042
Ejecución 563;0.0030089
Ejecución 564;0.0040002
Ejecución 565;0.0030008
Ejecución 566;0.0040032
Ejecución 567;0.0029988
Ejecución 568;0.0030106
Ejecución 569;0.0039988
Ejecución 570;0.0030001
Ejecución 571;0.0030037
Ejecución 572;0.0030024
Ejecución 573;0.0029948
Ejecución 574;0.0040007
Ejecución 575;0.003
Ejecución 576;0.0030074
Ejecución 577;0.0040006
Ejecución 578;0.0029993
Ejecución 579;0.0040011
Ejecución 580;0.003001
Ejecución 581;0.0030132
Ejecución 582;0.0039971
Ejecución 583;0.0030021
Ejecución 584;0.0039997
Ejecución 585;0.0029994
Ejecución 586;0.0029986
Ejecución 587;0.0040001
Ejecución 588;0.0029949
Ejecución 589;0.0030453
Ejecución 590;0.0039978
Ejecución 591;0.003001
Ejecución 592;0.0039998
Ejecución 593;0.0029996
Ejecución 594;0.0029995
Ejecución 595;0.0040009
Ejecución 596;0.0030032
Ejecución 597;0.0030122
Ejecución 598;0.0040004
Ejecución 599;0.0030001
Ejecución 600;0.0030113
Ejecución 601;0.0049993
Ejecución 602;0.0050004
Ejecución 603;0.0050068
Ejecución 604;0.0052823
Ejecución 605;0.0040004
Ejecución 606;0.0039574
Ejecución 607;0.0040007
Ejecución 608;0.0040393
Ejecución 609;0.0039618
Ejecución 610;0.0029652
Ejecución 611;0.0040019
Ejecución 612;0.0040019
Ejecución 613;0.0039993
Ejecución 614;0.0040002
Ejecución 615;0.0040338
Ejecución 616;0.003003
Ejecución 617;0.004
Ejecución 618;0.004001
Ejecución 619;0.0040006
Ejecución 620;0.0040003
Ejecución 621;0.0039998
Ejecución 622;0.0040006
Ejecución 623;0.0040402
Ejecución 624;0.0039607
Ejecución 625;0.0040398
Ejecución 626;0.0040003
Ejecución 627;0.0040026
Ejecución 628;0.0039996
Ejecución 629;0.0040048
Ejecución 630;0.0029977
Ejecución 631;0.0030065
Ejecución 632;0.0040005
Ejecución 633;0.0030013
Ejecución 634;0.0029958
Ejecución 635;0.0040032
Ejecución 636;0.0029984
Ejecución 637;0.0030087
Ejecución 638;0.0040006
Ejecución 639;0.0030008
Ejecución 640;0.0030389
Ejecución 641;0.0040007
Ejecución 642;0.0030027
Ejecución 643;0.0039987
Ejecución 644;0.0030004
Ejecución 645;0.0030056
Ejecución 646;0.0040018
Ejecución 647;0.0029994
Ejecución 648;0.0030065
Ejecución 649;0.004005
Ejecución 650;0.0029952
Ejecución 651;0.0040011
Ejecución 652;0.003
Ejecución 653;0.0029668
Ejecución 654;0.0040007
Ejecución 655;0.0030011
Ejecución 656;0.0030007
Ejecución 657;0.0040409
Ejecución 658;0.0030033
Ejecución 659;0.0039985
Ejecución 660;0.0030011
Ejecución 661;0.0030101
Ejecución 662;0.0039576
Ejecución 663;0.0030415
Ejecución 664;0.0030067
Ejecución 665;0.0040016
Ejecución 666;0.0029989
Ejecución 667;0.0030039
Ejecución 668;0.0030062
Ejecución 669;0.0040026
Ejecución 670;0.003999
Ejecución 671;0.0040003
Ejecución 672;0.0030041
Ejecución 673;0.0030101
Ejecución 674;0.0040008
Ejecución 675;0.0029962
Ejecución 676;0.0030081
Ejecución 677;0.0040004
Ejecución 678;0.0029985
Ejecución 679;0.0029689
Ejecución 680;0.0039991
Ejecución 681;0.004038
Ejecución 682;0.0030388
Ejecución 683;0.0039977
Ejecución 684;0.0040005
Ejecución 685;0.0040006
Ejecución 686;0.0040007
Ejecución 687;0.0040032
Ejecución 688;0.0040004
Ejecución 689;0.0040006
Ejecución 690;0.0040016
Ejecución 691;0.0039993
Ejecución 692;0.0030004
Ejecución 693;0.0029977
Ejecución 694;0.0040007
Ejecución 695;0.0030008
Ejecución 696;0.0029989
Ejecución 697;0.0040006
Ejecución 698;0.0030003
Ejecución 699;0.004002
Ejecución 700;0.0029988
Ejecución 701;0.0029988
Ejecución 702;0.0029998
Ejecución 703;0.0029983
Ejecución 704;0.0030005
Ejecución 705;0.0030011
Ejecución 706;0.0040002
Ejecución 707;0.003
Ejecución 708;0.0040021
Ejecución 709;0.0029993
Ejecución 710;0.0029982
Ejecución 711;0.0030001
Ejecución 712;0.0029982
Ejecución 713;0.0040006
Ejecución 714;0.0030008
Ejecución 715;0.0040007
Ejecución 716;0.0030003
Ejecución 717;0.0029988
Ejecución 718;0.003
Ejecución 719;0.0029988
Ejecución 720;0.0029996
Ejecución 721;0.003
Ejecución 722;0.0040005
Ejecución 723;0.0030008
Ejecución 724;0.0040006
Ejecución 725;0.0029999
Ejecución 726;0.0029993
Ejecución 727;0.0039997
Ejecución 728;0.0030001
Ejecución 729;0.0040008
Ejecución 730;0.0029997
Ejecución 731;0.002998
Ejecución 732;0.0030012
Ejecución 733;0.0029986
Ejecución 734;0.0029999
Ejecución 735;0.0029998
Ejecución 736;0.0040004
Ejecución 737;0.0030009
Ejecución 738;0.0029986
Ejecución 739;0.0040004
Ejecución 740;0.0029999
Ejecución 741;0.004001
Ejecución 742;0.0030004
Ejecución 743;0.0029996
Ejecución 744;0.0040001
Ejecución 745;0.0029992
Ejecución 746;0.0040009
Ejecución 747;0.0030006
Ejecución 748;0.0029979
Ejecución 749;0.0030005
Ejecución 750;0.0029985
Ejecución 751;0.003
Ejecución 752;0.0029995
Ejecución 753;0.0040004
Ejecución 754;0.0030008
Ejecución 755;0.0040008
Ejecución 756;0.0030003
Ejecución 757;0.0029979
Ejecución 758;0.0030009
Ejecución 759;0.0029989
Ejecución 760;0.0029997
Ejecución 761;0.0030435
Ejecución 762;0.0039984
Ejecución 763;0.0030033
Ejecución 764;0.0030095
Ejecución 765;0.0039994
Ejecución 766;0.0030046
Ejecución 767;0.0039975
Ejecución 768;0.0030016
Ejecución 769;0.0030057
Ejecución 770;0.0030012
Ejecución 771;0.0030002
Ejecución 772;0.0040007
Ejecución 773;0.0030033
Ejecución 774;0.0039551
Ejecución 775;0.0030442
Ejecución 776;0.0030097
Ejecución 777;0.0030051
Ejecución 778;0.0030067
Ejecución 779;0.0030031
Ejecución 780;0.0030029
Ejecución 781;0.0039967
Ejecución 782;0.0030072
Ejecución 783;0.0039938
Ejecución 784;0.0030003
Ejecución 785;0.0040006
Ejecución 786;0.0030032
Ejecución 787;0.0030085
Ejecución 788;0.0030013
Ejecución 789;0.0030051
Ejecución 790;0.0030043
Ejecución 791;0.0030161
Ejecución 792;0.0029967
Ejecución 793;0.0030101
Ejecución 794;0.0040003
Ejecución 795;0.0030003
Ejecución 796;0.0040007
Ejecución 797;0.0030005
Ejecución 798;0.0030072
Ejecución 799;0.0030027
Ejecución 800;0.0030093
Ejecución 801;0.0030004
Ejecución 802;0.0030056
Ejecución 803;0.0030042
Ejecución 804;0.0030432
Ejecución 805;0.003002
Ejecución 806;0.001002
Ejecución 807;0.0049579
Ejecución 808;0.004496
Ejecución 809;0.003
Ejecución 810;0.0029977
Ejecución 811;0.0030105
Ejecución 812;0.0030073
Ejecución 813;0.0030002
Ejecución 814;0.0029944
Ejecución 815;0.0040016
Ejecución 816;0.0030096
Ejecución 817;0.0030041
Ejecución 818;0.0030097
Ejecución 819;0.0030053
Ejecución 820;0.0030103
Ejecución 821;0.0030004
Ejecución 822;0.002999
Ejecución 823;0.0039999
Ejecución 824;0.003
Ejecución 825;0.004004
Ejecución 826;0.002997
Ejecución 827;0.004002
Ejecución 828;0.0029995
Ejecución 829;0.00301
Ejecución 830;0.0030033
Ejecución 831;0.00301
Ejecución 832;0.003002
Ejecución 833;0.003004
Ejecución 834;0.0040065
Ejecución 835;0.0029937
Ejecución 836;0.0040005
Ejecución 837;0.0030009
Ejecución 838;0.0030126
Ejecución 839;0.0029974
Ejecución 840;0.0030109
Ejecución 841;0.0029998
Ejecución 842;0.0030101
Ejecución 843;0.0030035
Ejecución 844;0.0030114
Ejecución 845;0.0029996
Ejecución 846;0.002998
Ejecución 847;0.0040017
Ejecución 848;0.002999
Ejecución 849;0.0040048
Ejecución 850;0.0029963
Ejecución 851;0.0030086
Ejecución 852;0.0029972
Ejecución 853;0.0030095
Ejecución 854;0.0029998
Ejecución 855;0.0030001
Ejecución 856;0.0040008
Ejecución 857;0.0030002
Ejecución 858;0.0040029
Ejecución 859;0.0029917
Ejecución 860;0.0040077
Ejecución 861;0.0029994
Ejecución 862;0.0040044
Ejecución 863;0.0029967
Ejecución 864;0.0031095
Ejecución 865;0.0040009
Ejecución 866;0.0030032
Ejecución 867;0.0039972
Ejecución 868;0.0030018
Ejecución 869;0.0039991
Ejecución 870;0.0029999
Ejecución 871;0.0030102
Ejecución 872;0.0030001
Ejecución 873;0.0030096
Ejecución 874;0.0030008
Ejecución 875;0.0030102
Ejecución 876;0.0029986
Ejecución 877;0.0029996
Ejecución 878;0.003012
Ejecución 879;0.0030018
Ejecución 880;0.0030099
Ejecución 881;0.0029583
Ejecución 882;0.0029934
Ejecución 883;0.0040013
Ejecución 884;0.0030021
Ejecución 885;0.0040016
Ejecución 886;0.0029963
Ejecución 887;0.0030447
Ejecución 888;0.0030048
Ejecución 889;0.00301
Ejecución 890;0.0030048
Ejecución 891;0.00301
Ejecución 892;0.0030026
Ejecución 893;0.0029935
Ejecución 894;0.0030011
Ejecución 895;0.0029995
Ejecución 896;0.0039998
Ejecución 897;0.0029997
Ejecución 898;0.0040044
Ejecución 899;0.0029967
Ejecución 900;0.0030115
Ejecución 901;0.0030046
Ejecución 902;0.00301
Ejecución 903;0.0030043
Ejecución 904;0.0030087
Ejecución 905;0.0040041
Ejecución 906;0.0029916
Ejecución 907;0.0040026
Ejecución 908;0.0029986
Ejecución 909;0.0040003
Ejecución 910;0.0030007
Ejecución 911;0.0030129
Ejecución 912;0.002998
Ejecución 913;0.0030111
Ejecución 914;0.0029998
Ejecución 915;0.0029837
Ejecución 916;0.0040004
Ejecución 917;0.0030004
Ejecución 918;0.0040006
Ejecución 919;0.0030004
Ejecución 920;0.0040023
Ejecución 921;0.0065024
Ejecución 922;0.0040438
Ejecución 923;0.0029986
Ejecución 924;0.003009
Ejecución 925;0.0040006
Ejecución 926;0.0030001
Ejecución 927;0.0030086
Ejecución 928;0.0040015
Ejecución 929;0.0030016
Ejecución 930;0.0030038
Ejecución 931;0.0040036
Ejecución 932;0.0029985
Ejecución 933;0.0039918
Ejecución 934;0.0040084
Ejecución 935;0.0030015
Ejecución 936;0.0040006
Ejecución 937;0.0030003
Ejecución 938;0.0030081
Ejecución 939;0.0040035
Ejecución 940;0.0029987
Ejecución 941;0.00301
Ejecución 942;0.003959
Ejecución 943;0.002998
Ejecución 944;0.0040005
Ejecución 945;0.003001
Ejecución 946;0.0039996
Ejecución 947;0.0030009
Ejecución 948;0.0030007
Ejecución 949;0.0040006
Ejecución 950;0.003
Ejecución 951;0.0029984
Ejecución 952;0.003001
Ejecución 953;0.0029984
Ejecución 954;0.0030007
Ejecución 955;0.0029992
Ejecución 956;0.0040008
Ejecución 957;0.0030002
Ejecución 958;0.0040006
Ejecución 959;0.0040011
Ejecución 960;0.0029998
Ejecución 961;0.0029993
Ejecución 962;0.0039999
Ejecución 963;0.0040013
Ejecución 964;0.0040006
Ejecución 965;0.004
Ejecución 966;0.0040006
Ejecución 967;0.0029983
Ejecución 968;0.0039983
Ejecución 969;0.0040006
Ejecución 970;0.0040006
Ejecución 971;0.0040007
Ejecución 972;0.0030002
Ejecución 973;0.0029989
Ejecución 974;0.0029986
Ejecución 975;0.0040005
Ejecución 976;0.0040009
Ejecución 977;0.0040002
Ejecución 978;0.0030006
Ejecución 979;0.0036372
Ejecución 980;0.0030021
Ejecución 981;0.0039988
Ejecución 982;0.0030001
Ejecución 983;0.003007
Ejecución 984;0.0040008
Ejecución 985;0.0030009
Ejecución 986;0.0030079
Ejecución 987;0.0040004
Ejecución 988;0.0030009
Ejecución 989;0.0040013
Ejecución 990;0.0029992
Ejecución 991;0.0030137
Ejecución 992;0.0039947
Ejecución 993;0.0030037
Ejecución 994;0.0030122
Ejecución 995;0.0029986
Ejecución 996;0.0029986
Ejecución 997;0.0040006
Ejecución 998;0.0030001
Ejecución 999;0.003013
Ejecución 1000;0.0039955
