Algoritmo;Heap_Sort
Tamaño;500000
Orden;desc
Repeticiones;100
Máquina;Vale
Tiempo total;35.5722s
Tiempo promedio;0.355722s
Tiempos individuales (s):
Ejecución 1;0.389027
Ejecución 2;0.381273
Ejecución 3;0.382432
Ejecución 4;0.374998
Ejecución 5;0.37871
Ejecución 6;0.379217
Ejecución 7;0.345541
Ejecución 8;0.37276
Ejecución 9;0.366041
Ejecución 10;0.3429
Ejecución 11;0.350548
Ejecución 12;0.352322
Ejecución 13;0.375284
Ejecución 14;0.364386
Ejecución 15;0.350512
Ejecución 16;0.354603
Ejecución 17;0.355041
Ejecución 18;0.340836
Ejecución 19;0.35698
Ejecución 20;0.346223
Ejecución 21;0.343564
Ejecución 22;0.348943
Ejecución 23;0.348472
Ejecución 24;0.346342
Ejecución 25;0.352778
Ejecución 26;0.354274
Ejecución 27;0.350958
Ejecución 28;0.355025
Ejecución 29;0.346536
Ejecución 30;0.353923
Ejecución 31;0.354176
Ejecución 32;0.34909
Ejecución 33;0.357139
Ejecución 34;0.352294
Ejecución 35;0.353463
Ejecución 36;0.348924
Ejecución 37;0.354981
Ejecución 38;0.34668
Ejecución 39;0.349273
Ejecución 40;0.360501
Ejecución 41;0.363227
Ejecución 42;0.354708
Ejecución 43;0.354441
Ejecución 44;0.350083
Ejecución 45;0.360892
Ejecución 46;0.349751
Ejecución 47;0.349435
Ejecución 48;0.35018
Ejecución 49;0.347412
Ejecución 50;0.36525
Ejecución 51;0.360031
Ejecución 52;0.356115
Ejecución 53;0.355616
Ejecución 54;0.353553
Ejecución 55;0.348553
Ejecución 56;0.363936
Ejecución 57;0.35444
Ejecución 58;0.349925
Ejecución 59;0.354514
Ejecución 60;0.35752
Ejecución 61;0.340755
Ejecución 62;0.357285
Ejecución 63;0.340863
Ejecución 64;0.346119
Ejecución 65;0.356685
Ejecución 66;0.353079
Ejecución 67;0.356156
Ejecución 68;0.349612
Ejecución 69;0.382205
Ejecución 70;0.368126
Ejecución 71;0.365051
Ejecución 72;0.407817
Ejecución 73;0.392265
Ejecución 74;0.357244
Ejecución 75;0.36186
Ejecución 76;0.349607
Ejecución 77;0.341134
Ejecución 78;0.358818
Ejecución 79;0.350806
Ejecución 80;0.340205
Ejecución 81;0.356577
Ejecución 82;0.355557
Ejecución 83;0.350749
Ejecución 84;0.347123
Ejecución 85;0.345096
Ejecución 86;0.352911
Ejecución 87;0.348469
Ejecución 88;0.344508
Ejecución 89;0.355789
Ejecución 90;0.34292
Ejecución 91;0.337374
Ejecución 92;0.355079
Ejecución 93;0.341762
Ejecución 94;0.345284
Ejecución 95;0.373883
Ejecución 96;0.350965
Ejecución 97;0.346268
Ejecución 98;0.356728
Ejecución 99;0.355569
Ejecución 100;0.347307
