Algoritmo;insertion_sort
Ejecución 127;0.0173939
Ejecución 128;0.0174287
Ejecución 129;0.0174805
Ejecución 130;0.0180062
Ejecución 131;0.0185636
Ejecución 132;0.018061
Ejecución 133;0.017793
Ejecución 134;0.0175163
Ejecución 135;0.0174886
Ejecución 136;0.0175175
Ejecución 137;0.017813
Ejecución 138;0.0175055
Ejecución 139;0.0174885
Ejecución 140;0.0175354
Ejecución 141;0.0175223
Ejecución 142;0.0175085
Ejecución 143;0.0177308
Ejecución 144;0.017175
Ejecución 145;0.0171644
Ejecución 146;0.0172625
Ejecución 147;0.018118
Ejecución 148;0.0177473
Ejecución 149;0.0173761
Ejecución 150;0.0175265
Ejecución 151;0.0175264
Ejecución 152;0.018121
Ejecución 153;0.0175247
Ejecución 154;0.0173358
Ejecución 155;0.0189931
Ejecución 156;0.0184636
Ejecución 157;0.0177452
Ejecución 158;0.0174221
Ejecución 159;0.0174463
Ejecución 160;0.0173936
Ejecución 161;0.0176697
Ejecución 162;0.0199138
Ejecución 163;0.0196803
Ejecución 164;0.0192715
Ejecución 165;0.0179005
Ejecución 166;0.0181868
Ejecución 167;0.0174886
Ejecución 168;0.0174366
Ejecución 169;0.0174459
Ejecución 170;0.01763
Ejecución 171;0.0173811
Ejecución 172;0.0170584
Ejecución 173;0.0170766
Ejecución 174;0.0170209
Ejecución 175;0.0173456
Ejecución 176;0.0170401
Ejecución 177;0.0174147
Ejecución 178;0.0179904
Ejecución 179;0.0183345
Ejecución 180;0.0179068
Ejecución 181;0.0196024
Ejecución 182;0.0205192
Ejecución 183;0.0191649
Ejecución 184;0.0187693
Ejecución 185;0.0189217
Ejecución 186;0.0187079
Ejecución 187;0.0194583
Ejecución 188;0.0189439
Ejecución 189;0.0178737
Ejecución 190;0.0171881
Ejecución 191;0.0170519
Ejecución 192;0.017158
Ejecución 193;0.0175677
Ejecución 194;0.0173257
Ejecución 195;0.017677
Ejecución 196;0.0175834
Ejecución 197;0.0174817
Ejecución 198;0.0173862
Ejecución 199;0.0174486
Ejecución 200;0.0179592
Ejecución 201;0.0192922
Ejecución 202;0.0223924
Ejecución 203;0.0178637
Ejecución 204;0.0172871
Ejecución 205;0.0174034
Ejecución 206;0.0173816
Ejecución 207;0.0173441
Ejecución 208;0.0175398
Ejecución 209;0.0173768
Ejecución 210;0.0182277
Ejecución 211;0.0174542
Ejecución 212;0.0175627
Ejecución 213;0.0174922
Ejecución 214;0.0175021
Ejecución 215;0.0190273
Ejecución 216;0.0187099
Ejecución 217;0.020237
Ejecución 218;0.0199718
Ejecución 219;0.0188879
Ejecución 220;0.0187789
Ejecución 221;0.0175706
Ejecución 222;0.0171446
Ejecución 223;0.0171293
Ejecución 224;0.017098
Ejecución 225;0.0171703
Ejecución 226;0.0171277
Ejecución 227;0.0171153
Ejecución 228;0.0207392
Ejecución 229;0.017454
Ejecución 230;0.0170712
Ejecución 231;0.0178128
Ejecución 232;0.0185234
Ejecución 233;0.022371
Ejecución 234;0.0216511
Ejecución 235;0.023844
Ejecución 236;0.0202055
Ejecución 237;0.0242564
Ejecución 238;0.0315592
Ejecución 239;0.0266245
Ejecución 240;0.0199637
Ejecución 241;0.028075
Ejecución 242;0.0222637
Ejecución 243;0.0205973
Ejecución 244;0.020448
Ejecución 245;0.0198574
Ejecución 246;0.0204535
Ejecución 247;0.0198773
Ejecución 248;0.01945
Ejecución 249;0.0181955
Ejecución 250;0.0172835
Ejecución 251;0.019762
Ejecución 252;0.0178756
Ejecución 253;0.0176225
Ejecución 254;0.0173444
Ejecución 255;0.0170452
Ejecución 256;0.0170367
Ejecución 257;0.0171898
Ejecución 258;0.0175615
Ejecución 259;0.0261324
Ejecución 260;0.019776
Ejecución 261;0.0195243
Ejecución 262;0.0186265
Ejecución 263;0.0179175
Ejecución 264;0.0174196
Ejecución 265;0.0171587
Ejecución 266;0.017035
Ejecución 267;0.0171471
Ejecución 268;0.0188958
Ejecución 269;0.0200029
Ejecución 270;0.0198481
Ejecución 271;0.018886
Ejecución 272;0.0191503
Ejecución 273;0.0176107
Ejecución 274;0.0174165
Ejecución 275;0.0171302
Ejecución 276;0.0170236
Ejecución 277;0.0169982
Ejecución 278;0.0169839
Ejecución 279;0.0169876
Ejecución 280;0.0170029
Ejecución 281;0.0170351
Ejecución 282;0.0171648
Ejecución 283;0.0173254
Ejecución 284;0.0170597
Ejecución 285;0.0184203
Ejecución 286;0.0183603
Ejecución 287;0.017106
Ejecución 288;0.017068
Ejecución 289;0.0170513
Ejecución 290;0.0172285
Ejecución 291;0.0173272
Ejecución 292;0.0173561
Ejecución 293;0.0170517
Ejecución 294;0.0171406
Ejecución 295;0.0174879
Ejecución 296;0.0178538
Ejecución 297;0.0174317
Ejecución 298;0.0171665
Ejecución 299;0.0171145
Ejecución 300;0.0170352
Ejecución 301;0.0170772
Ejecución 302;0.0170369
Ejecución 303;0.0172335
Ejecución 304;0.0170486
Ejecución 305;0.0173133
Ejecución 306;0.0180785
Ejecución 307;0.0199063
Ejecución 308;0.0195571
Ejecución 309;0.0199511
Ejecución 310;0.018038
Ejecución 311;0.0175159
Ejecución 312;0.0174038
Ejecución 313;0.0174395
Ejecución 314;0.0178812
Ejecución 315;0.0231789
Ejecución 316;0.0192957
Ejecución 317;0.0195049
Ejecución 318;0.0182862
Ejecución 319;0.0172732
Ejecución 320;0.0169954
Ejecución 321;0.0170072
Ejecución 322;0.0172882
Ejecución 323;0.0171519
Ejecución 324;0.0197085
Ejecución 325;0.0195941
Ejecución 326;0.0182074
Ejecución 327;0.0178735
Ejecución 328;0.0179524
Ejecución 329;0.0175354
Ejecución 330;0.0174558
Ejecución 331;0.0174664
Ejecución 332;0.0175917
Ejecución 333;0.0174858
Ejecución 334;0.0177595
Ejecución 335;0.0171029
Ejecución 336;0.0170823
Ejecución 337;0.0174287
Ejecución 338;0.0171904
Ejecución 339;0.0174565
Ejecución 340;0.0199194
Ejecución 341;0.017449
Ejecución 342;0.0174937
Ejecución 343;0.0171892
Ejecución 344;0.0170335
Ejecución 345;0.0170959
Ejecución 346;0.0170275
Ejecución 347;0.017689
Ejecución 348;0.0173083
Ejecución 349;0.0170853
Ejecución 350;0.0173565
Ejecución 351;0.0169996
Ejecución 352;0.0170107
Ejecución 353;0.0173407
Ejecución 354;0.0169994
Ejecución 355;0.0170135
Ejecución 356;0.0170321
Ejecución 357;0.0170398
Ejecución 358;0.017016
Ejecución 359;0.0170217
Ejecución 360;0.0170046
Ejecución 361;0.0172854
Ejecución 362;0.0192385
Ejecución 363;0.0183288
Ejecución 364;0.0183012
Ejecución 365;0.0174604
Ejecución 366;0.0175619
Ejecución 367;0.0171127
Ejecución 368;0.0174695
Ejecución 369;0.0173886
Ejecución 370;0.0171794
Ejecución 371;0.0192205
Ejecución 372;0.0201791
Ejecución 373;0.0210898
Ejecución 374;0.019931
Ejecución 375;0.0200749
Ejecución 376;0.0200939
Ejecución 377;0.0200634
Ejecución 378;0.0202917
Ejecución 379;0.0206291
Ejecución 380;0.0203462
Ejecución 381;0.0203659
Ejecución 382;0.0199782
Ejecución 383;0.0190484
Ejecución 384;0.0188056
Ejecución 385;0.018429
Ejecución 386;0.018676
Ejecución 387;0.0192409
Ejecución 388;0.0190267
Ejecución 389;0.0188453
Ejecución 390;0.0195886
Ejecución 391;0.0198926
Ejecución 392;0.0203362
Ejecución 393;0.0209811
Ejecución 394;0.0220557
Ejecución 395;0.0200953
Ejecución 396;0.0199057
Ejecución 397;0.019881
Ejecución 398;0.0199963
Ejecución 399;0.0193457
Ejecución 400;0.0193761
Ejecución 401;0.0196518
Ejecución 402;0.0198109
Ejecución 403;0.0193419
Ejecución 404;0.0183848
Ejecución 405;0.0184312
Ejecución 406;0.0194743
Ejecución 407;0.0186253
Ejecución 408;0.0184477
Ejecución 409;0.0183524
Ejecución 410;0.0187382
Ejecución 411;0.0200618
Ejecución 412;0.0539681
Ejecución 413;0.0204847
Ejecución 414;0.0202323
Ejecución 415;0.0200613
Ejecución 416;0.0202396
Ejecución 417;0.0199957
Ejecución 418;0.0200205
Ejecución 419;0.0201633
Ejecución 420;0.0198455
Ejecución 421;0.019966
Ejecución 422;0.0201245
Ejecución 423;0.0200093
Ejecución 424;0.0201384
Ejecución 425;0.0199785
Ejecución 426;0.0198469
Ejecución 427;0.0197105
Ejecución 428;0.0200179
Ejecución 429;0.0200778
Ejecución 430;0.0200417
Ejecución 431;0.019761
Ejecución 432;0.0198023
Ejecución 433;0.0197821
Ejecución 434;0.0194405
Ejecución 435;0.0188569
Ejecución 436;0.0182929
Ejecución 437;0.0184239
Ejecución 438;0.0175221
Ejecución 439;0.0174357
Ejecución 440;0.017806
Ejecución 441;0.0188705
Ejecución 442;0.0230969
Ejecución 443;0.0197042
Ejecución 444;0.0196457
Ejecución 445;0.0199842
Ejecución 446;0.0203318
Ejecución 447;0.019689
Ejecución 448;0.0189586
Ejecución 449;0.0183196
Ejecución 450;0.0182274
Ejecución 451;0.0175477
Ejecución 452;0.0177176
Ejecución 453;0.0175847
Ejecución 454;0.0173315
Ejecución 455;0.0170826
Ejecución 456;0.0171076
Ejecución 457;0.0170682
Ejecución 458;0.0173542
Ejecución 459;0.0177682
Ejecución 460;0.0173153
Ejecución 461;0.0176712
Ejecución 462;0.0177837
Ejecución 463;0.0173219
Ejecución 464;0.0171145
Ejecución 465;0.0175839
Ejecución 466;0.0179649
Ejecución 467;0.0177459
Ejecución 468;0.0173136
Ejecución 469;0.0170315
Ejecución 470;0.0171934
Ejecución 471;0.0170859
Ejecución 472;0.0171233
Ejecución 473;0.0173499
Ejecución 474;0.0170904
Ejecución 475;0.0173663
Ejecución 476;0.0174911
Ejecución 477;0.0170291
Ejecución 478;0.0175678
Ejecución 479;0.0177463
Ejecución 480;0.0174441
Ejecución 481;0.0175735
Ejecución 482;0.0172735
Ejecución 483;0.0183674
Ejecución 484;0.0196291
Ejecución 485;0.0188268
Ejecución 486;0.0175192
Ejecución 487;0.0171375
Ejecución 488;0.0193915
Ejecución 489;0.0171338
Ejecución 490;0.017118
Ejecución 491;0.0173993
Ejecución 492;0.0170534
Ejecución 493;0.0170547
Ejecución 494;0.0173124
Ejecución 495;0.0172298
Ejecución 496;0.017129
Ejecución 497;0.0171326
Ejecución 498;0.0182342
Ejecución 499;0.0170459
Ejecución 500;0.0170802
Ejecución 501;0.0170565
Ejecución 502;0.0170462
Ejecución 503;0.0170348
Ejecución 504;0.0175353
Ejecución 505;0.0172069
Ejecución 506;0.0173672
Ejecución 507;0.0170741
Ejecución 508;0.0170328
Ejecución 509;0.0170248
Ejecución 510;0.0173826
Ejecución 511;0.0182377
Ejecución 512;0.0170609
Ejecución 513;0.017075
Ejecución 514;0.0170254
Ejecución 515;0.0170655
Ejecución 516;0.0170272
Ejecución 517;0.0170148
Ejecución 518;0.0177814
Ejecución 519;0.0175149
Ejecución 520;0.017327
Ejecución 521;0.0170144
Ejecución 522;0.0171277
Ejecución 523;0.0195325
Ejecución 524;0.0180016
Ejecución 525;0.0177559
Ejecución 526;0.0170698
Ejecución 527;0.0170099
Ejecución 528;0.0170342
Ejecución 529;0.0173212
Ejecución 530;0.0173657
Ejecución 531;0.0170139
Ejecución 532;0.0175819
Ejecución 533;0.0179283
Ejecución 534;0.0170769
Ejecución 535;0.0173629
Ejecución 536;0.0171245
Ejecución 537;0.0171575
Ejecución 538;0.017334
Ejecución 539;0.0170169
Ejecución 540;0.0178918
Ejecución 541;0.0196301
Ejecución 542;0.0188165
Ejecución 543;0.0173284
Ejecución 544;0.0169731
Ejecución 545;0.0170282
Ejecución 546;0.0170255
Ejecución 547;0.017033
Ejecución 548;0.0173348
Ejecución 549;0.0170228
Ejecución 550;0.0170434
Ejecución 551;0.0170102
Ejecución 552;0.0170187
Ejecución 553;0.0169929
Ejecución 554;0.017061
Ejecución 555;0.0170069
Ejecución 556;0.0170368
Ejecución 557;0.0174124
Ejecución 558;0.0171523
Ejecución 559;0.0170393
Ejecución 560;0.0170006
Ejecución 561;0.0173203
Ejecución 562;0.0169906
Ejecución 563;0.0169895
Ejecución 564;0.0169974
Ejecución 565;0.01707
Ejecución 566;0.0173735
Ejecución 567;0.0171008
Ejecución 568;0.0170672
Ejecución 569;0.0170568
Ejecución 570;0.0170322
Ejecución 571;0.0170712
Ejecución 572;0.0170258
Ejecución 573;0.0173883
Ejecución 574;0.0185454
Ejecución 575;0.0171914
Ejecución 576;0.0173842
Ejecución 577;0.0170612
Ejecución 578;0.0173708
Ejecución 579;0.0170228
Ejecución 580;0.0170757
Ejecución 581;0.0174762
Ejecución 582;0.0170285
Ejecución 583;0.0170127
Ejecución 584;0.0169716
Ejecución 585;0.0170292
Ejecución 586;0.0173483
Ejecución 587;0.017051
Ejecución 588;0.0170323
Ejecución 589;0.0170617
Ejecución 590;0.0178977
Ejecución 591;0.0172507
Ejecución 592;0.0170458
Ejecución 593;0.0170947
Ejecución 594;0.0174968
Ejecución 595;0.0170253
Ejecución 596;0.0170604
Ejecución 597;0.0170333
Ejecución 598;0.017125
Ejecución 599;0.0196568
Ejecución 600;0.0194639
Ejecución 601;0.018112
Ejecución 602;0.0173384
Ejecución 603;0.0170695
Ejecución 604;0.0170264
Ejecución 605;0.0170351
Ejecución 606;0.0170338
Ejecución 607;0.0170588
Ejecución 608;0.0171735
Ejecución 609;0.0170333
Ejecución 610;0.0170015
Ejecución 611;0.0171056
Ejecución 612;0.0187144
Ejecución 613;0.0171162
Ejecución 614;0.0170956
Ejecución 615;0.0170686
Ejecución 616;0.0170593
Ejecución 617;0.017055
Ejecución 618;0.0170432
Ejecución 619;0.0170334
Ejecución 620;0.0169945
Ejecución 621;0.0169808
Ejecución 622;0.0169909
Ejecución 623;0.0170002
Ejecución 624;0.0172079
Ejecución 625;0.0170229
Ejecución 626;0.0170567
Ejecución 627;0.0170554
Ejecución 628;0.0172392
Ejecución 629;0.0170052
Ejecución 630;0.01732
Ejecución 631;0.0175525
Ejecución 632;0.0173934
Ejecución 633;0.01704
Ejecución 634;0.0170082
Ejecución 635;0.0173022
Ejecución 636;0.0170383
Ejecución 637;0.0177168
Ejecución 638;0.0172362
Ejecución 639;0.0177946
Ejecución 640;0.0174071
Ejecución 641;0.0170893
Ejecución 642;0.0217632
Ejecución 643;0.0170879
Ejecución 644;0.0174354
Ejecución 645;0.0171689
Ejecución 646;0.0174365
Ejecución 647;0.0179953
Ejecución 648;0.018004
Ejecución 649;0.0174411
Ejecución 650;0.0172938
Ejecución 651;0.0174255
Ejecución 652;0.0170861
Ejecución 653;0.0171281
Ejecución 654;0.0174371
Ejecución 655;0.0171565
Ejecución 656;0.018966
Ejecución 657;0.0191825
Ejecución 658;0.0184175
Ejecución 659;0.0173778
Ejecución 660;0.0170465
Ejecución 661;0.0171675
Ejecución 662;0.0174527
Ejecución 663;0.0174084
Ejecución 664;0.0174804
Ejecución 665;0.017186
Ejecución 666;0.0170383
Ejecución 667;0.0170014
Ejecución 668;0.0170297
Ejecución 669;0.0172199
Ejecución 670;0.0179774
Ejecución 671;0.0171179
Ejecución 672;0.0170713
Ejecución 673;0.0210516
Ejecución 674;0.0174987
Ejecución 675;0.0170491
Ejecución 676;0.0169898
Ejecución 677;0.0171518
Ejecución 678;0.0173981
Ejecución 679;0.0173702
Ejecución 680;0.0173138
Ejecución 681;0.0169909
Ejecución 682;0.0173168
Ejecución 683;0.0169936
Ejecución 684;0.0169808
Ejecución 685;0.0170116
Ejecución 686;0.0169879
Ejecución 687;0.0176972
Ejecución 688;0.0173357
Ejecución 689;0.0172919
Ejecución 690;0.0171432
Ejecución 691;0.0170179
Ejecución 692;0.017118
Ejecución 693;0.0174752
Ejecución 694;0.0177361
Ejecución 695;0.0176549
Ejecución 696;0.0174826
Ejecución 697;0.017074
Ejecución 698;0.0172645
Ejecución 699;0.0173674
Ejecución 700;0.0175432
Ejecución 701;0.0176815
Ejecución 702;0.0171492
Ejecución 703;0.0171671
Ejecución 704;0.0179198
Ejecución 705;0.018427
Ejecución 706;0.0181586
Ejecución 707;0.0174036
Ejecución 708;0.0171028
Ejecución 709;0.0175012
Ejecución 710;0.0170124
Ejecución 711;0.0169951
Ejecución 712;0.0173364
Ejecución 713;0.0178015
Ejecución 714;0.0199927
Ejecución 715;0.0182502
Ejecución 716;0.0174108
Ejecución 717;0.017004
Ejecución 718;0.0173501
Ejecución 719;0.0173281
Ejecución 720;0.0175364
Ejecución 721;0.0173555
Ejecución 722;0.0170751
Ejecución 723;0.01755
Ejecución 724;0.017078
Ejecución 725;0.0171055
Ejecución 726;0.0203538
Ejecución 727;0.0170623
Ejecución 728;0.0170731
Ejecución 729;0.0171167
Ejecución 730;0.0171026
Ejecución 731;0.0171038
Ejecución 732;0.0174109
Ejecución 733;0.0174296
Ejecución 734;0.0170829
Ejecución 735;0.0175578
Ejecución 736;0.0170393
Ejecución 737;0.0172627
Ejecución 738;0.0171228
Ejecución 739;0.0170845
Ejecución 740;0.0174029
Ejecución 741;0.0170245
Ejecución 742;0.0170399
Ejecución 743;0.0175538
Ejecución 744;0.0176052
Ejecución 745;0.017544
Ejecución 746;0.0170965
Ejecución 747;0.0173312
Ejecución 748;0.0170598
Ejecución 749;0.0174256
Ejecución 750;0.0175948
Ejecución 751;0.0174056
Ejecución 752;0.0174946
Ejecución 753;0.0175095
Ejecución 754;0.0171083
Ejecución 755;0.0170688
Ejecución 756;0.0170979
Ejecución 757;0.01707
Ejecución 758;0.0170606
Ejecución 759;0.0174275
Ejecución 760;0.0173022
Ejecución 761;0.0181701
Ejecución 762;0.0177886
Ejecución 763;0.0182452
Ejecución 764;0.0176997
Ejecución 765;0.0177314
Ejecución 766;0.0176081
Ejecución 767;0.0173351
Ejecución 768;0.0174784
Ejecución 769;0.0171133
Ejecución 770;0.0171578
Ejecución 771;0.0191477
Ejecución 772;0.0198935
Ejecución 773;0.0192959
Ejecución 774;0.0177473
Ejecución 775;0.0174598
Ejecución 776;0.0171296
Ejecución 777;0.0173914
Ejecución 778;0.0169791
Ejecución 779;0.017069
Ejecución 780;0.0169947
Ejecución 781;0.0169713
Ejecución 782;0.0170669
Ejecución 783;0.0201893
Ejecución 784;0.0170318
Ejecución 785;0.0173554
Ejecución 786;0.0170399
Ejecución 787;0.0170498
Ejecución 788;0.0169761
Ejecución 789;0.0169888
Ejecución 790;0.0169773
Ejecución 791;0.0170393
Ejecución 792;0.0170231
Ejecución 793;0.0173557
Ejecución 794;0.0170122
Ejecución 795;0.0170409
Ejecución 796;0.0195974
Ejecución 797;0.0171165
Ejecución 798;0.0170433
Ejecución 799;0.0179474
Ejecución 800;0.0175174
Ejecución 801;0.0178313
Ejecución 802;0.0171656
Ejecución 803;0.0173914
Ejecución 804;0.0174834
Ejecución 805;0.0184591
Ejecución 806;0.0195961
Ejecución 807;0.0191901
Ejecución 808;0.0189332
Ejecución 809;0.018573
Ejecución 810;0.0182448
Ejecución 811;0.0174083
Ejecución 812;0.0170365
Ejecución 813;0.0170114
Ejecución 814;0.0173406
Ejecución 815;0.0170526
Ejecución 816;0.0170987
Ejecución 817;0.0172889
Ejecución 818;0.0179583
Ejecución 819;0.0171898
Ejecución 820;0.0173158
Ejecución 821;0.0176543
Ejecución 822;0.0178661
Ejecución 823;0.0175896
Ejecución 824;0.0173846
Ejecución 825;0.017135
Ejecución 826;0.0174309
Ejecución 827;0.0171833
Ejecución 828;0.0194886
Ejecución 829;0.0189842
Ejecución 830;0.0185072
Ejecución 831;0.017385
Ejecución 832;0.0171316
Ejecución 833;0.0170373
Ejecución 834;0.01701
Ejecución 835;0.0173283
Ejecución 836;0.0169885
Ejecución 837;0.0173124
Ejecución 838;0.0170521
Ejecución 839;0.0170226
Ejecución 840;0.0170856
Ejecución 841;0.0170664
Ejecución 842;0.0170036
Ejecución 843;0.0169883
Ejecución 844;0.0170139
Ejecución 845;0.0169944
Ejecución 846;0.0173573
Ejecución 847;0.0173026
Ejecución 848;0.0178603
Ejecución 849;0.0170531
Ejecución 850;0.0170231
Ejecución 851;0.0170384
Ejecución 852;0.0171213
Ejecución 853;0.0171483
Ejecución 854;0.0170045
Ejecución 855;0.0171587
Ejecución 856;0.0173769
Ejecución 857;0.0170448
Ejecución 858;0.0170089
Ejecución 859;0.0169836
Ejecución 860;0.0170294
Ejecución 861;0.0174117
Ejecución 862;0.0170736
Ejecución 863;0.017052
Ejecución 864;0.0173137
Ejecución 865;0.0170343
Ejecución 866;0.0174171
Ejecución 867;0.0177167
Ejecución 868;0.0171127
Ejecución 869;0.0173664
Ejecución 870;0.0170832
Ejecución 871;0.0173438
Ejecución 872;0.0170317
Ejecución 873;0.0175373
Ejecución 874;0.0182778
Ejecución 875;0.0176484
Ejecución 876;0.0173487
Ejecución 877;0.0172411
Ejecución 878;0.0171082
Ejecución 879;0.0170449
Ejecución 880;0.0177477
Ejecución 881;0.0173771
Ejecución 882;0.0170598
Ejecución 883;0.0171286
Ejecución 884;0.0174167
Ejecución 885;0.0186168
Ejecución 886;0.019698
Ejecución 887;0.0186967
Ejecución 888;0.0177233
Ejecución 889;0.0171404
Ejecución 890;0.0171057
Ejecución 891;0.0171409
Ejecución 892;0.0170731
Ejecución 893;0.0171284
Ejecución 894;0.0171078
Ejecución 895;0.0171364
Ejecución 896;0.0189636
Ejecución 897;0.0172582
Ejecución 898;0.0175487
Ejecución 899;0.017425
Ejecución 900;0.0173398
Ejecución 901;0.0171547
Ejecución 902;0.0170094
Ejecución 903;0.0170057
Ejecución 904;0.0171093
Ejecución 905;0.0175222
Ejecución 906;0.0174839
Ejecución 907;0.017437
Ejecución 908;0.0170551
Ejecución 909;0.0170388
Ejecución 910;0.0170654
Ejecución 911;0.0171242
Ejecución 912;0.0188987
Ejecución 913;0.0174221
Ejecución 914;0.0173339
Ejecución 915;0.0170958
Ejecución 916;0.0170736
Ejecución 917;0.0178379
Ejecución 918;0.017447
Ejecución 919;0.0171413
Ejecución 920;0.017096
Ejecución 921;0.0170468
Ejecución 922;0.0171286
Ejecución 923;0.0177081
Ejecución 924;0.0170839
Ejecución 925;0.017401
Ejecución 926;0.0171255
Ejecución 927;0.0171021
Ejecución 928;0.0173913
Ejecución 929;0.0171793
Ejecución 930;0.01711
Ejecución 931;0.0173155
Ejecución 932;0.0172832
Ejecución 933;0.0177228
Ejecución 934;0.0171337
Ejecución 935;0.0171467
Ejecución 936;0.0171069
Ejecución 937;0.0170729
Ejecución 938;0.0170611
Ejecución 939;0.0171233
Ejecución 940;0.0170855
Ejecución 941;0.0171219
Ejecución 942;0.0171216
Ejecución 943;0.0192523
Ejecución 944;0.0197409
Ejecución 945;0.0187858
Ejecución 946;0.0181115
Ejecución 947;0.0175655
Ejecución 948;0.0177399
Ejecución 949;0.0195114
Ejecución 950;0.0170659
Ejecución 951;0.0170702
Ejecución 952;0.0202644
Ejecución 953;0.01747
Ejecución 954;0.0170559
Ejecución 955;0.0170589
Ejecución 956;0.0171043
Ejecución 957;0.0170504
Ejecución 958;0.0170478
Ejecución 959;0.0173221
Ejecución 960;0.0170887
Ejecución 961;0.017077
Ejecución 962;0.0171959
Ejecución 963;0.0174206
Ejecución 964;0.0172599
Ejecución 965;0.017074
Ejecución 966;0.0170652
Ejecución 967;0.0171723
Ejecución 968;0.017569
Ejecución 969;0.0173601
Ejecución 970;0.0170048
Ejecución 971;0.0173515
Ejecución 972;0.0170142
Ejecución 973;0.0173405
Ejecución 974;0.0170836
Ejecución 975;0.0173063
Ejecución 976;0.0170155
Ejecución 977;0.0173152
Ejecución 978;0.0170161
Ejecución 979;0.0173215
Ejecución 980;0.0173
Ejecución 981;0.0172951
Ejecución 982;0.0170068
Ejecución 983;0.018255
Ejecución 984;0.0175234
Ejecución 985;0.0172773
Ejecución 986;0.0170823
Ejecución 987;0.0170879
Ejecución 988;0.0176174
Ejecución 989;0.0181753
Ejecución 990;0.0172468
Ejecución 991;0.017129
Ejecución 992;0.0174169
Ejecución 993;0.0171411
Ejecución 994;0.0171019
Ejecución 995;0.0170871
Ejecución 996;0.0170943
Ejecución 997;0.0170498
Ejecución 998;0.0174078
Ejecución 999;0.0170913
