Algoritmo;insertion_sort
Ejecución 69;0.0223978
Ejecución 70;0.0225466
Ejecución 71;0.0223382
Ejecución 72;0.0224922
Ejecución 73;0.0219348
Ejecución 74;0.0219619
Ejecución 75;0.0225218
Ejecución 76;0.0217858
Ejecución 77;0.0218794
Ejecución 78;0.0218529
Ejecución 79;0.0218355
Ejecución 80;0.0219079
Ejecución 81;0.0227764
Ejecución 82;0.0238184
Ejecución 83;0.0225239
Ejecución 84;0.0224806
Ejecución 85;0.0226086
Ejecución 86;0.0223545
Ejecución 87;0.0222936
Ejecución 88;0.0223093
Ejecución 89;0.0229845
Ejecución 90;0.0222663
Ejecución 91;0.0222637
Ejecución 92;0.0223062
Ejecución 93;0.0223007
Ejecución 94;0.0223272
Ejecución 95;0.0239199
Ejecución 96;0.0253764
Ejecución 97;0.0246951
Ejecución 98;0.0223428
Ejecución 99;0.0225042
Ejecución 100;0.0223369
Ejecución 101;0.0223199
Ejecución 102;0.0223561
Ejecución 103;0.0222865
Ejecución 104;0.0226187
Ejecución 105;0.0222835
Ejecución 106;0.0222493
Ejecución 107;0.0223674
Ejecución 108;0.0223381
Ejecución 109;0.022359
Ejecución 110;0.0223486
Ejecución 111;0.0223391
Ejecución 112;0.0256759
Ejecución 113;0.0223096
Ejecución 114;0.0242021
Ejecución 115;0.023644
Ejecución 116;0.0223435
Ejecución 117;0.0223331
Ejecución 118;0.0226583
Ejecución 119;0.0223356
Ejecución 120;0.022665
Ejecución 121;0.022449
Ejecución 122;0.0222983
Ejecución 123;0.0218531
Ejecución 124;0.0218519
Ejecución 125;0.0222927
Ejecución 126;0.0219951
Ejecución 127;0.0220774
Ejecución 128;0.0218391
Ejecución 129;0.0221344
Ejecución 130;0.0217865
Ejecución 131;0.021801
Ejecución 132;0.021749
Ejecución 133;0.021799
Ejecución 134;0.0228916
Ejecución 135;0.0221239
Ejecución 136;0.0218258
Ejecución 137;0.0217834
Ejecución 138;0.0217754
Ejecución 139;0.0219668
Ejecución 140;0.0253138
Ejecución 141;0.0244997
Ejecución 142;0.0226883
Ejecución 143;0.0220061
Ejecución 144;0.0217382
Ejecución 145;0.0217216
Ejecución 146;0.0217418
Ejecución 147;0.0217379
Ejecución 148;0.0217298
Ejecución 149;0.0217739
Ejecución 150;0.0217678
Ejecución 151;0.0217696
Ejecución 152;0.0217245
Ejecución 153;0.0217697
Ejecución 154;0.021733
Ejecución 155;0.0217454
Ejecución 156;0.0217312
Ejecución 157;0.0217607
Ejecución 158;0.0217394
Ejecución 159;0.021757
Ejecución 160;0.0217501
Ejecución 161;0.0217813
Ejecución 162;0.0217323
Ejecución 163;0.0219261
Ejecución 164;0.0237914
Ejecución 165;0.0255993
Ejecución 166;0.0249131
Ejecución 167;0.0229816
Ejecución 168;0.0218847
Ejecución 169;0.0219073
Ejecución 170;0.0218764
Ejecución 171;0.0217783
Ejecución 172;0.0222774
Ejecución 173;0.0217407
Ejecución 174;0.0218226
Ejecución 175;0.0217672
Ejecución 176;0.0220436
Ejecución 177;0.0217612
Ejecución 178;0.0217621
Ejecución 179;0.0218942
Ejecución 180;0.0217867
Ejecución 181;0.0218213
Ejecución 182;0.0218419
Ejecución 183;0.0218618
Ejecución 184;0.0222159
Ejecución 185;0.0241724
Ejecución 186;0.0278886
Ejecución 187;0.0225999
Ejecución 188;0.0218025
Ejecución 189;0.0220821
Ejecución 190;0.0217975
Ejecución 191;0.0218168
Ejecución 192;0.0217603
Ejecución 193;0.0217433
Ejecución 194;0.0217567
Ejecución 195;0.0217437
Ejecución 196;0.0217619
Ejecución 197;0.0217239
Ejecución 198;0.0217435
Ejecución 199;0.0217709
Ejecución 200;0.0217274
Ejecución 201;0.0249537
Ejecución 202;0.0218019
Ejecución 203;0.0217544
Ejecución 204;0.0217547
Ejecución 205;0.0217569
Ejecución 206;0.0217645
Ejecución 207;0.0217486
Ejecución 208;0.0217591
Ejecución 209;0.0217717
Ejecución 210;0.0217341
Ejecución 211;0.0217739
Ejecución 212;0.0217179
Ejecución 213;0.021741
Ejecución 214;0.0217413
Ejecución 215;0.0243852
Ejecución 216;0.0219147
Ejecución 217;0.0218009
Ejecución 218;0.0217362
Ejecución 219;0.0217724
Ejecución 220;0.0217359
Ejecución 221;0.0217746
Ejecución 222;0.0217461
Ejecución 223;0.0218479
Ejecución 224;0.0217408
Ejecución 225;0.0217533
Ejecución 226;0.0217589
Ejecución 227;0.0220739
Ejecución 228;0.0217917
Ejecución 229;0.0220339
Ejecución 230;0.0242221
Ejecución 231;0.024435
Ejecución 232;0.0227051
Ejecución 233;0.0219983
Ejecución 234;0.0226736
Ejecución 235;0.0222201
Ejecución 236;0.0222929
Ejecución 237;0.0222787
Ejecución 238;0.0223021
Ejecución 239;0.0218206
Ejecución 240;0.0217642
Ejecución 241;0.0217306
Ejecución 242;0.0217681
Ejecución 243;0.0217523
Ejecución 244;0.0217611
Ejecución 245;0.0217382
Ejecución 246;0.0217378
Ejecución 247;0.0218284
Ejecución 248;0.0217838
Ejecución 249;0.0217855
Ejecución 250;0.0217938
Ejecución 251;0.0218119
Ejecución 252;0.0218144
Ejecución 253;0.021803
Ejecución 254;0.0218227
Ejecución 255;0.0218074
Ejecución 256;0.0218221
Ejecución 257;0.0221085
Ejecución 258;0.0217424
Ejecución 259;0.0217946
Ejecución 260;0.0218067
Ejecución 261;0.0218401
Ejecución 262;0.022451
Ejecución 263;0.0220986
Ejecución 264;0.0218281
Ejecución 265;0.0218001
Ejecución 266;0.0217997
Ejecución 267;0.0221401
Ejecución 268;0.0221388
Ejecución 269;0.0217935
Ejecución 270;0.0219505
Ejecución 271;0.0217437
Ejecución 272;0.0224207
Ejecución 273;0.0220642
Ejecución 274;0.0217836
Ejecución 275;0.0224966
Ejecución 276;0.0249455
Ejecución 277;0.0231014
Ejecución 278;0.0219503
Ejecución 279;0.0218718
Ejecución 280;0.0220651
Ejecución 281;0.0220772
Ejecución 282;0.0217781
Ejecución 283;0.0217508
Ejecución 284;0.0224081
Ejecución 285;0.0220702
Ejecución 286;0.022089
Ejecución 287;0.0217586
Ejecución 288;0.0218347
Ejecución 289;0.021784
Ejecución 290;0.0218495
Ejecución 291;0.0218184
Ejecución 292;0.0217996
Ejecución 293;0.0217788
Ejecución 294;0.0217497
Ejecución 295;0.0220878
Ejecución 296;0.0221696
Ejecución 297;0.0217417
Ejecución 298;0.021765
Ejecución 299;0.0217255
Ejecución 300;0.0218365
Ejecución 301;0.021781
Ejecución 302;0.0217477
Ejecución 303;0.0217401
Ejecución 304;0.0217812
Ejecución 305;0.0220832
Ejecución 306;0.0217675
Ejecución 307;0.0218154
Ejecución 308;0.0218991
Ejecución 309;0.021755
Ejecución 310;0.0217761
Ejecución 311;0.0218069
Ejecución 312;0.0221446
Ejecución 313;0.0218521
Ejecución 314;0.0219036
Ejecución 315;0.022468
Ejecución 316;0.0217974
Ejecución 317;0.0217731
Ejecución 318;0.0221384
Ejecución 319;0.0221818
Ejecución 320;0.021869
Ejecución 321;0.0248552
Ejecución 322;0.0239544
Ejecución 323;0.0221537
Ejecución 324;0.0218316
Ejecución 325;0.0217359
Ejecución 326;0.0217438
Ejecución 327;0.0220881
Ejecución 328;0.0217442
Ejecución 329;0.021738
Ejecución 330;0.022095
Ejecución 331;0.0222794
Ejecución 332;0.0260906
Ejecución 333;0.0221781
Ejecución 334;0.0218462
Ejecución 335;0.0217659
Ejecución 336;0.0217607
Ejecución 337;0.025038
Ejecución 338;0.0228969
Ejecución 339;0.0225471
Ejecución 340;0.0219424
Ejecución 341;0.0229297
Ejecución 342;0.0217575
Ejecución 343;0.0217364
Ejecución 344;0.0217291
Ejecución 345;0.0218366
Ejecución 346;0.0217504
Ejecución 347;0.0217563
Ejecución 348;0.0234571
Ejecución 349;0.0226333
Ejecución 350;0.0217538
Ejecución 351;0.0217459
Ejecución 352;0.0217413
Ejecución 353;0.021761
Ejecución 354;0.0217549
Ejecución 355;0.0217196
Ejecución 356;0.0217685
Ejecución 357;0.0217562
Ejecución 358;0.0217922
Ejecución 359;0.0217341
Ejecución 360;0.0225267
Ejecución 361;0.0217741
Ejecución 362;0.0217384
Ejecución 363;0.0218974
Ejecución 364;0.0217638
Ejecución 365;0.0218764
Ejecución 366;0.0252015
Ejecución 367;0.0239439
Ejecución 368;0.0226718
Ejecución 369;0.0222269
Ejecución 370;0.0222704
Ejecución 371;0.0219465
Ejecución 372;0.0222727
Ejecución 373;0.0218601
Ejecución 374;0.0217642
Ejecución 375;0.0217154
Ejecución 376;0.0217371
Ejecución 377;0.0217575
Ejecución 378;0.0217324
Ejecución 379;0.0217224
Ejecución 380;0.021737
Ejecución 381;0.0217423
Ejecución 382;0.024008
Ejecución 383;0.0217557
Ejecución 384;0.0218184
Ejecución 385;0.021939
Ejecución 386;0.0217588
Ejecución 387;0.0217592
Ejecución 388;0.0217413
Ejecución 389;0.021767
Ejecución 390;0.0218325
Ejecución 391;0.021777
Ejecución 392;0.0220203
Ejecución 393;0.0217925
Ejecución 394;0.0234863
Ejecución 395;0.0217319
Ejecución 396;0.0220841
Ejecución 397;0.0219887
Ejecución 398;0.0220872
Ejecución 399;0.0222963
Ejecución 400;0.0220895
Ejecución 401;0.0218483
Ejecución 402;0.0218062
Ejecución 403;0.0222655
Ejecución 404;0.0222882
Ejecución 405;0.0217484
Ejecución 406;0.0217495
Ejecución 407;0.0217463
Ejecución 408;0.021792
Ejecución 409;0.0218455
Ejecución 410;0.0217239
Ejecución 411;0.0241145
Ejecución 412;0.0242066
Ejecución 413;0.0240679
Ejecución 414;0.0258641
Ejecución 415;0.0219588
Ejecución 416;0.0217582
Ejecución 417;0.0217274
Ejecución 418;0.0217317
Ejecución 419;0.0217358
Ejecución 420;0.0217513
Ejecución 421;0.0217378
Ejecución 422;0.0217481
Ejecución 423;0.0217181
Ejecución 424;0.0218245
Ejecución 425;0.0217459
Ejecución 426;0.0217293
Ejecución 427;0.0217485
Ejecución 428;0.0218154
Ejecución 429;0.0242887
Ejecución 430;0.0225152
Ejecución 431;0.0223335
Ejecución 432;0.0225761
Ejecución 433;0.02189
Ejecución 434;0.0217355
Ejecución 435;0.0218233
Ejecución 436;0.0221064
Ejecución 437;0.0217335
Ejecución 438;0.0217366
Ejecución 439;0.0218846
Ejecución 440;0.0218861
Ejecución 441;0.0218158
Ejecución 442;0.0217531
Ejecución 443;0.0218452
Ejecución 444;0.0220375
Ejecución 445;0.0218939
Ejecución 446;0.0218197
Ejecución 447;0.0218322
Ejecución 448;0.0219504
Ejecución 449;0.0218592
Ejecución 450;0.02266
Ejecución 451;0.0219377
Ejecución 452;0.0226099
Ejecución 453;0.0219873
Ejecución 454;0.0218711
Ejecución 455;0.0218109
Ejecución 456;0.0248537
Ejecución 457;0.0245259
Ejecución 458;0.0246944
Ejecución 459;0.0230784
Ejecución 460;0.022007
Ejecución 461;0.0218162
Ejecución 462;0.0217946
Ejecución 463;0.0217336
Ejecución 464;0.0217529
Ejecución 465;0.0219064
Ejecución 466;0.0218093
Ejecución 467;0.0218346
Ejecución 468;0.0217404
Ejecución 469;0.0217406
Ejecución 470;0.0217766
Ejecución 471;0.0217555
Ejecución 472;0.0217521
Ejecución 473;0.0218019
Ejecución 474;0.0228602
Ejecución 475;0.0217893
Ejecución 476;0.0218023
Ejecución 477;0.0218191
Ejecución 478;0.0218471
Ejecución 479;0.0218373
Ejecución 480;0.0218923
Ejecución 481;0.02187
Ejecución 482;0.0218279
Ejecución 483;0.0218036
Ejecución 484;0.0217734
Ejecución 485;0.021791
Ejecución 486;0.0217542
Ejecución 487;0.0217423
Ejecución 488;0.0217429
Ejecución 489;0.0218973
Ejecución 490;0.0217593
Ejecución 491;0.0217514
Ejecución 492;0.0217817
Ejecución 493;0.0219221
Ejecución 494;0.0271078
Ejecución 495;0.0258278
Ejecución 496;0.0235284
Ejecución 497;0.0219223
Ejecución 498;0.021731
Ejecución 499;0.0217688
Ejecución 500;0.022388
Ejecución 501;0.0245419
Ejecución 502;0.0230326
Ejecución 503;0.0239902
Ejecución 504;0.022135
Ejecución 505;0.0217685
Ejecución 506;0.031835
Ejecución 507;0.0217675
Ejecución 508;0.0217639
Ejecución 509;0.0217307
Ejecución 510;0.0217561
Ejecución 511;0.0217467
Ejecución 512;0.0217573
Ejecución 513;0.0217429
Ejecución 514;0.0217527
Ejecución 515;0.021796
Ejecución 516;0.0217518
Ejecución 517;0.0240449
Ejecución 518;0.021885
Ejecución 519;0.0218348
Ejecución 520;0.0218443
Ejecución 521;0.0218492
Ejecución 522;0.0218563
Ejecución 523;0.0218528
Ejecución 524;0.0218418
Ejecución 525;0.0218298
Ejecución 526;0.0217689
Ejecución 527;0.0217789
Ejecución 528;0.0217313
Ejecución 529;0.0217473
Ejecución 530;0.0217393
Ejecución 531;0.0217308
Ejecución 532;0.0217442
Ejecución 533;0.0217511
Ejecución 534;0.0217547
Ejecución 535;0.0217578
Ejecución 536;0.0217323
Ejecución 537;0.0217568
Ejecución 538;0.0219084
Ejecución 539;0.0244882
Ejecución 540;0.0250102
Ejecución 541;0.0231567
Ejecución 542;0.021753
Ejecución 543;0.0217511
Ejecución 544;0.0217868
Ejecución 545;0.0221332
Ejecución 546;0.0248213
Ejecución 547;0.0230634
Ejecución 548;0.0223595
Ejecución 549;0.0229163
Ejecución 550;0.0223212
Ejecución 551;0.0217373
Ejecución 552;0.0217508
Ejecución 553;0.0217536
Ejecución 554;0.0217438
Ejecución 555;0.0217548
Ejecución 556;0.0217624
Ejecución 557;0.021737
Ejecución 558;0.0226591
Ejecución 559;0.0217493
Ejecución 560;0.0217192
Ejecución 561;0.0217436
Ejecución 562;0.0249548
Ejecución 563;0.0223324
Ejecución 564;0.0218102
Ejecución 565;0.0217749
Ejecución 566;0.0218128
Ejecución 567;0.0217957
Ejecución 568;0.0219288
Ejecución 569;0.0217799
Ejecución 570;0.0218217
Ejecución 571;0.0218022
Ejecución 572;0.0218237
Ejecución 573;0.022138
Ejecución 574;0.0217665
Ejecución 575;0.0218825
Ejecución 576;0.0217424
Ejecución 577;0.0217361
Ejecución 578;0.0217501
Ejecución 579;0.0217709
Ejecución 580;0.0217693
Ejecución 581;0.0217252
Ejecución 582;0.0217333
Ejecución 583;0.0220048
Ejecución 584;0.0217837
Ejecución 585;0.0217609
Ejecución 586;0.0220813
Ejecución 587;0.0218064
Ejecución 588;0.0217709
Ejecución 589;0.0218716
Ejecución 590;0.0220872
Ejecución 591;0.024753
Ejecución 592;0.0240122
Ejecución 593;0.0228636
Ejecución 594;0.0233604
Ejecución 595;0.0222336
Ejecución 596;0.0223171
Ejecución 597;0.0220408
Ejecución 598;0.0219972
Ejecución 599;0.0220103
Ejecución 600;0.021803
Ejecución 601;0.0243556
Ejecución 602;0.025498
Ejecución 603;0.0243314
Ejecución 604;0.0226325
Ejecución 605;0.0217462
Ejecución 606;0.0218212
Ejecución 607;0.0219177
Ejecución 608;0.0218084
Ejecución 609;0.0217889
Ejecución 610;0.0217879
Ejecución 611;0.0217921
Ejecución 612;0.0218101
Ejecución 613;0.0218456
Ejecución 614;0.0217798
Ejecución 615;0.0218802
Ejecución 616;0.0217875
Ejecución 617;0.0217924
Ejecución 618;0.0218308
Ejecución 619;0.0218192
Ejecución 620;0.0221436
Ejecución 621;0.0217908
Ejecución 622;0.021801
Ejecución 623;0.0218274
Ejecución 624;0.0222799
Ejecución 625;0.0217733
Ejecución 626;0.0218243
Ejecución 627;0.0218033
Ejecución 628;0.0221339
Ejecución 629;0.0217954
Ejecución 630;0.0218116
Ejecución 631;0.021797
Ejecución 632;0.0218384
Ejecución 633;0.0220809
Ejecución 634;0.0218837
Ejecución 635;0.0218545
Ejecución 636;0.0237035
Ejecución 637;0.0235416
Ejecución 638;0.0226728
Ejecución 639;0.0220232
Ejecución 640;0.0217555
Ejecución 641;0.0218507
Ejecución 642;0.0217936
Ejecución 643;0.0219668
Ejecución 644;0.0217544
Ejecución 645;0.0217374
Ejecución 646;0.0218264
Ejecución 647;0.021761
Ejecución 648;0.0217455
Ejecución 649;0.021749
Ejecución 650;0.0217561
Ejecución 651;0.0221715
Ejecución 652;0.0222396
Ejecución 653;0.0217929
Ejecución 654;0.0217255
Ejecución 655;0.0217319
Ejecución 656;0.0217421
Ejecución 657;0.0217512
Ejecución 658;0.0217472
Ejecución 659;0.0217454
Ejecución 660;0.0217546
Ejecución 661;0.0217685
Ejecución 662;0.0217528
Ejecución 663;0.0217444
Ejecución 664;0.0217819
Ejecución 665;0.0217667
Ejecución 666;0.0217376
Ejecución 667;0.0218211
Ejecución 668;0.0217362
Ejecución 669;0.0217694
Ejecución 670;0.021932
Ejecución 671;0.0217372
Ejecución 672;0.0217534
Ejecución 673;0.0218384
Ejecución 674;0.0218401
Ejecución 675;0.0217284
Ejecución 676;0.0218985
Ejecución 677;0.0217539
Ejecución 678;0.0218196
Ejecución 679;0.0217746
Ejecución 680;0.0217683
Ejecución 681;0.0217986
Ejecución 682;0.0240622
Ejecución 683;0.0231189
Ejecución 684;0.0231986
Ejecución 685;0.0224435
Ejecución 686;0.0221543
Ejecución 687;0.0218298
Ejecución 688;0.0221427
Ejecución 689;0.0218259
Ejecución 690;0.0218036
Ejecución 691;0.0220754
Ejecución 692;0.0217707
Ejecución 693;0.0219609
Ejecución 694;0.0217297
Ejecución 695;0.021752
Ejecución 696;0.0218405
Ejecución 697;0.0217477
Ejecución 698;0.0217959
Ejecución 699;0.0217867
Ejecución 700;0.0217779
Ejecución 701;0.0217602
Ejecución 702;0.0217226
Ejecución 703;0.0217602
Ejecución 704;0.0217361
Ejecución 705;0.0217494
Ejecución 706;0.0217895
Ejecución 707;0.0217407
Ejecución 708;0.0217331
Ejecución 709;0.0217942
Ejecución 710;0.0217588
Ejecución 711;0.0217355
Ejecución 712;0.0218558
Ejecución 713;0.0217504
Ejecución 714;0.0217425
Ejecución 715;0.0217454
Ejecución 716;0.0217587
Ejecución 717;0.0217602
Ejecución 718;0.0217278
Ejecución 719;0.0217837
Ejecución 720;0.0217507
Ejecución 721;0.0224434
Ejecución 722;0.0217279
Ejecución 723;0.0217356
Ejecución 724;0.0217748
Ejecución 725;0.0217551
Ejecución 726;0.02175
Ejecución 727;0.0219627
Ejecución 728;0.0250901
Ejecución 729;0.0232948
Ejecución 730;0.0220792
Ejecución 731;0.0225576
Ejecución 732;0.0217565
Ejecución 733;0.0221349
Ejecución 734;0.0217762
Ejecución 735;0.0218185
Ejecución 736;0.0219079
Ejecución 737;0.0218026
Ejecución 738;0.0217921
Ejecución 739;0.021767
Ejecución 740;0.0217558
Ejecución 741;0.0218521
Ejecución 742;0.0217208
Ejecución 743;0.0217572
Ejecución 744;0.0217189
Ejecución 745;0.0217495
Ejecución 746;0.0217597
Ejecución 747;0.0217577
Ejecución 748;0.0218032
Ejecución 749;0.02173
Ejecución 750;0.0217362
Ejecución 751;0.0217736
Ejecución 752;0.021725
Ejecución 753;0.0217171
Ejecución 754;0.0217953
Ejecución 755;0.0217849
Ejecución 756;0.0218115
Ejecución 757;0.0217996
Ejecución 758;0.0220037
Ejecución 759;0.0217966
Ejecución 760;0.0217955
Ejecución 761;0.0225459
Ejecución 762;0.0219681
Ejecución 763;0.0221584
Ejecución 764;0.0217472
Ejecución 765;0.0217223
Ejecución 766;0.0217398
Ejecución 767;0.0220124
Ejecución 768;0.0217636
Ejecución 769;0.0217379
Ejecución 770;0.0217995
Ejecución 771;0.0217664
Ejecución 772;0.0219103
Ejecución 773;0.0223869
Ejecución 774;0.0243854
Ejecución 775;0.0226092
Ejecución 776;0.0217393
Ejecución 777;0.0226043
Ejecución 778;0.0217714
Ejecución 779;0.0217565
Ejecución 780;0.021761
Ejecución 781;0.021753
Ejecución 782;0.0217401
Ejecución 783;0.0217479
Ejecución 784;0.021715
Ejecución 785;0.0217325
Ejecución 786;0.0219003
Ejecución 787;0.0222704
Ejecución 788;0.0217398
Ejecución 789;0.0217813
Ejecución 790;0.0217476
Ejecución 791;0.0217432
Ejecución 792;0.0217489
Ejecución 793;0.0217667
Ejecución 794;0.0218249
Ejecución 795;0.0217621
Ejecución 796;0.021745
Ejecución 797;0.021755
Ejecución 798;0.0217485
Ejecución 799;0.0217471
Ejecución 800;0.021765
Ejecución 801;0.0217663
Ejecución 802;0.0217608
Ejecución 803;0.0217468
Ejecución 804;0.0219026
Ejecución 805;0.0217624
Ejecución 806;0.0217531
Ejecución 807;0.0220809
Ejecución 808;0.0220866
Ejecución 809;0.0217423
Ejecución 810;0.0217849
Ejecución 811;0.0217348
Ejecución 812;0.0217532
Ejecución 813;0.0223969
Ejecución 814;0.0217349
Ejecución 815;0.0217582
Ejecución 816;0.0217702
Ejecución 817;0.0221025
Ejecución 818;0.021791
Ejecución 819;0.0233899
Ejecución 820;0.0235132
Ejecución 821;0.0222779
Ejecución 822;0.0217302
Ejecución 823;0.0217087
Ejecución 824;0.0223494
Ejecución 825;0.0221557
Ejecución 826;0.0218481
Ejecución 827;0.0217821
Ejecución 828;0.0217343
Ejecución 829;0.0217485
Ejecución 830;0.0217535
Ejecución 831;0.022218
Ejecución 832;0.0217647
Ejecución 833;0.0217376
Ejecución 834;0.0217819
Ejecución 835;0.021767
Ejecución 836;0.0218246
Ejecución 837;0.0218409
Ejecución 838;0.0219155
Ejecución 839;0.0219018
Ejecución 840;0.0218652
Ejecución 841;0.0218851
Ejecución 842;0.0218895
Ejecución 843;0.0219061
Ejecución 844;0.0218773
Ejecución 845;0.0218657
Ejecución 846;0.0218448
Ejecución 847;0.0260991
Ejecución 848;0.0223469
Ejecución 849;0.0217874
Ejecución 850;0.0217608
Ejecución 851;0.0217679
Ejecución 852;0.0217638
Ejecución 853;0.0217716
Ejecución 854;0.0217505
Ejecución 855;0.0217541
Ejecución 856;0.021785
Ejecución 857;0.021779
Ejecución 858;0.0217198
Ejecución 859;0.0226921
Ejecución 860;0.0220572
Ejecución 861;0.022025
Ejecución 862;0.0219597
Ejecución 863;0.02184
Ejecución 864;0.0227588
Ejecución 865;0.0247702
Ejecución 866;0.0232666
Ejecución 867;0.0218704
Ejecución 868;0.0217532
Ejecución 869;0.0228505
Ejecución 870;0.0221934
Ejecución 871;0.0219344
Ejecución 872;0.0219835
Ejecución 873;0.0219301
Ejecución 874;0.0219938
Ejecución 875;0.0220288
Ejecución 876;0.022074
Ejecución 877;0.0219358
Ejecución 878;0.0219148
Ejecución 879;0.0251347
Ejecución 880;0.0220196
Ejecución 881;0.0219853
Ejecución 882;0.0219447
Ejecución 883;0.0227638
Ejecución 884;0.0219998
Ejecución 885;0.0220005
Ejecución 886;0.02194
Ejecución 887;0.0219335
Ejecución 888;0.0220567
Ejecución 889;0.0219486
Ejecución 890;0.0219825
Ejecución 891;0.0218634
Ejecución 892;0.0218579
Ejecución 893;0.0219134
Ejecución 894;0.0221928
Ejecución 895;0.0218098
Ejecución 896;0.0218296
Ejecución 897;0.0222425
Ejecución 898;0.0219294
Ejecución 899;0.0226078
Ejecución 900;0.0218625
Ejecución 901;0.0218308
Ejecución 902;0.0219068
Ejecución 903;0.021851
Ejecución 904;0.0218528
Ejecución 905;0.0222796
Ejecución 906;0.0221293
Ejecución 907;0.0220659
Ejecución 908;0.0218204
Ejecución 909;0.0218253
Ejecución 910;0.0245646
Ejecución 911;0.0237376
Ejecución 912;0.0223632
Ejecución 913;0.0217923
Ejecución 914;0.0219295
Ejecución 915;0.0224836
Ejecución 916;0.0220271
Ejecución 917;0.021753
Ejecución 918;0.0218173
Ejecución 919;0.0217352
Ejecución 920;0.0224718
Ejecución 921;0.0223364
Ejecución 922;0.022067
Ejecución 923;0.0217816
Ejecución 924;0.0230692
Ejecución 925;0.0223257
Ejecución 926;0.0233412
Ejecución 927;0.0224307
Ejecución 928;0.0218707
Ejecución 929;0.0218326
Ejecución 930;0.0218316
Ejecución 931;0.0220186
Ejecución 932;0.0217354
Ejecución 933;0.0217704
Ejecución 934;0.0217285
Ejecución 935;0.0217806
Ejecución 936;0.0217526
Ejecución 937;0.0217785
Ejecución 938;0.021727
Ejecución 939;0.0217332
Ejecución 940;0.0217343
Ejecución 941;0.0217544
Ejecución 942;0.0217306
Ejecución 943;0.0217471
Ejecución 944;0.0217416
Ejecución 945;0.0217378
Ejecución 946;0.0217542
Ejecución 947;0.0217261
Ejecución 948;0.0217291
Ejecución 949;0.021744
Ejecución 950;0.021751
Ejecución 951;0.021861
Ejecución 952;0.0222628
Ejecución 953;0.0218281
Ejecución 954;0.0217228
Ejecución 955;0.0230554
Ejecución 956;0.0241577
Ejecución 957;0.0224539
Ejecución 958;0.0217459
Ejecución 959;0.0217394
Ejecución 960;0.0219204
Ejecución 961;0.0217658
Ejecución 962;0.0217334
Ejecución 963;0.021742
Ejecución 964;0.0217419
Ejecución 965;0.0218535
Ejecución 966;0.0217147
Ejecución 967;0.0217426
Ejecución 968;0.0217868
Ejecución 969;0.0217366
Ejecución 970;0.0221685
Ejecución 971;0.0222628
Ejecución 972;0.0219366
Ejecución 973;0.0218662
Ejecución 974;0.0217437
Ejecución 975;0.0217457
Ejecución 976;0.0225931
Ejecución 977;0.0222494
Ejecución 978;0.0218613
Ejecución 979;0.0217457
Ejecución 980;0.0217731
Ejecución 981;0.0217322
Ejecución 982;0.0217494
Ejecución 983;0.0319329
Ejecución 984;0.0217836
Ejecución 985;0.0217507
Ejecución 986;0.0217445
Ejecución 987;0.0217887
Ejecución 988;0.0217411
Ejecución 989;0.0217315
Ejecución 990;0.0217519
Ejecución 991;0.0217762
Ejecución 992;0.0217569
Ejecución 993;0.0217554
Ejecución 994;0.0217786
Ejecución 995;0.0219327
Ejecución 996;0.0217425
Ejecución 997;0.0218068
Ejecución 998;0.0218311
Ejecución 999;0.0219584
